name,cost,duration_days,prepayment
Внедрение облачной инфраструктуры,1298500.00,116,643500.00
Внедрение платёжного модуля,1305000.00,94,512500.00
Внедрение мобильного приложения,1314000.00,144,458500.00
Внедрение системы резервного копирования с нуля,1326500.00,171,432900.00
Разработка системы мониторинга на основе существующего решения,1328000.00,113,390300.00
Внедрение системы мониторинга на основе существующего решения,1336000.00,143,340800.00
Внедрение DevOps-пайплайна на основе существующего решения,1340000.00,167,577200.00
Разработка микросервисной архитектуры (Enterprise),1346000.00,140,442300.00
Внедрение чат-бота под ключ,1350500.00,165,351700.00
Разработка системы аутентификации с нуля,1364000.00,139,645700.00
Внедрение системы аналитики (POC),1374000.00,119,624400.00
Внедрение корпоративного портала (Enterprise),1390500.00,175,434800.00
Внедрение веб-приложения (MVP),1400000.00,148,558200.00
Разработка системы резервного копирования (POC),1402500.00,150,621500.00
Внедрение сети доставки контента (POC),1408000.00,137,459400.00
Внедрение мобильного приложения (MVP),1424000.00,159,521600.00
Разработка системы аналитики с нуля,1449000.00,117,520000.00
Разработка нагрузочного тестирования под ключ,1450000.00,138,493900.00
Внедрение нагрузочного тестирования (SaaS),1477500.00,129,708300.00
Разработка платёжного модуля (POC),1482000.00,149,488700.00
Разработка мобильного приложения с нуля,1486500.00,105,410100.00
Разработка мобильного приложения (POC),1498500.00,131,480600.00
Внедрение системы мониторинга,1499500.00,129,592800.00
Разработка корпоративного портала с нуля,1504500.00,115,566400.00
Разработка API-сервиса (Enterprise),1511000.00,155,432300.00
Разработка облачной инфраструктуры (MVP),1512500.00,167,527500.00
Разработка DevOps-пайплайна на основе существующего решения,1522500.00,107,486200.00
Разработка платёжного модуля под ключ,1531000.00,142,690900.00
Разработка веб-приложения с нуля,1556000.00,115,544500.00
Разработка веб-приложения (SaaS),1567000.00,131,466800.00
Разработка ERP-системы на основе существующего решения,1569500.00,121,460500.00
Разработка системы управления задачами (SaaS),1571500.00,179,479600.00
Разработка системы аналитики на основе существующего решения,1572000.00,137,658300.00
Разработка CRM-системы (SaaS),1621500.00,120,550700.00
Разработка платёжного модуля (POC),1663000.00,155,698900.00
Разработка микросервисной архитектуры (MVP),1709500.00,128,517500.00
Разработка DevOps-пайплайна под ключ,1709500.00,209,848900.00
Разработка панели администратора (Enterprise),1730000.00,168,789900.00
Разработка чат-бота (MVP),1774500.00,140,876800.00
Разработка CRM-системы (MVP),1823000.00,128,887600.00
Разработка ERP-системы (SaaS),1835500.00,134,755300.00
Разработка мобильного приложения под ключ,1887500.00,229,491100.00
Разработка API-сервиса (POC),1932500.00,169,695500.00
