name,cost,duration_days,prepayment
Интеграция облачной инфраструктуры (POC),991000.00,107,346700.00
Настройка чат-бота (Enterprise),57000.00,5,25300.00
Аудит чат-бота (POC),20500.00,2,8500.00
Миграция DevOps-пайплайна на основе существующего решения,279000.00,27,93300.00
Аудит чат-бота (Enterprise),188000.00,24,63000.00
Внедрение мобильного приложения (SaaS),1407000.00,163,660400.00
Миграция нагрузочного тестирования (SaaS),844500.00,69,240200.00
Настройка системы аутентификации,148500.00,12,56000.00
Оптимизация микросервисной архитектуры,276500.00,36,125100.00
Миграция системы аналитики на основе существующего решения,396000.00,38,117900.00
Сопровождение системы аналитики (MVP),33000.00,3,13900.00
Оптимизация DevOps-пайплайна (Enterprise),447000.00,35,185600.00
Интеграция ERP-системы с нуля,303500.00,24,87100.00
Аудит платёжного модуля (SaaS),253500.00,29,123200.00
Миграция системы мониторинга под ключ,617000.00,66,160600.00
Разработка корпоративного портала на основе существующего решения,151000.00,13,58300.00
Миграция панели администратора с нуля,788000.00,68,332400.00
Разработка CRM-системы (POC),1242500.00,134,354900.00
Сопровождение корпоративного портала (Enterprise),142500.00,13,60000.00
Консультация DevOps-пайплайна под ключ,22000.00,2,5800.00
Интеграция мобильного приложения (MVP),394500.00,50,131800.00
Проектирование DevOps-пайплайна (SaaS),704000.00,83,225700.00
Разработка нагрузочного тестирования на основе существующего решения,1991500.00,192,833100.00
Разработка системы резервного копирования (SaaS),784500.00,87,262300.00
Аудит ERP-системы,45000.00,4,18600.00
Проектирование DevOps-пайплайна (POC),156500.00,12,52300.00
Оптимизация веб-приложения на основе существующего решения,86500.00,7,26300.00
Настройка базы данных с нуля,10500.00,1,2900.00
Проектирование панели администратора (POC),773500.00,64,289800.00
Тестирование чат-бота (Enterprise),277000.00,21,122300.00
Внедрение DevOps-пайплайна (MVP),827000.00,89,312300.00
Аудит CRM-системы (SaaS),201500.00,24,70000.00
Развёртывание платёжного модуля (Enterprise),140000.00,15,56500.00
Сопровождение системы аналитики (MVP),45500.00,3,20600.00
Тестирование системы аналитики,309000.00,40,123100.00
Консультация CRM-системы с нуля,73500.00,9,24800.00
Тестирование чат-бота,376500.00,29,127900.00
Тестирование системы аутентификации (POC),100000.00,12,33300.00
Миграция системы аутентификации с нуля,449000.00,46,144900.00
Сопровождение облачной инфраструктуры под ключ,72000.00,9,34700.00
Аудит чат-бота на основе существующего решения,126500.00,16,54400.00
Внедрение мобильного приложения (Enterprise),1202500.00,87,554100.00
Проектирование сети доставки контента (SaaS),553500.00,43,160500.00
Настройка платёжного модуля на основе существующего решения,119000.00,12,31600.00
Развёртывание системы аутентификации (Enterprise),81000.00,9,36300.00
Сопровождение ERP-системы (MVP),128500.00,14,57900.00
Разработка облачной инфраструктуры (POC),987500.00,93,357800.00
Тестирование нагрузочного тестирования,195500.00,16,84400.00
Интеграция системы резервного копирования под ключ,644000.00,47,262900.00
Миграция системы управления задачами (SaaS),688500.00,73,220600.00
Миграция нагрузочного тестирования (Enterprise),497500.00,38,223400.00
Оптимизация ERP-системы с нуля,52500.00,6,25000.00
Настройка системы резервного копирования с нуля,37000.00,3,15700.00
Развёртывание базы данных с нуля,107500.00,13,47100.00
Миграция системы мониторинга,241500.00,28,95000.00
Оптимизация корпоративного портала под ключ,200000.00,20,98900.00
Проектирование мобильного приложения на основе существующего решения,65500.00,5,31200.00
Настройка мобильного приложения под ключ,28500.00,2,11200.00
Сопровождение корпоративного портала на основе существующего решения,94000.00,11,38000.00
Разработка системы аналитики (MVP),1851000.00,204,519100.00
Интеграция системы резервного копирования с нуля,237000.00,28,85900.00
Консультация системы аутентификации под ключ,44500.00,5,15100.00
Миграция системы управления задачами (SaaS),780000.00,92,378100.00
Разработка CRM-системы на основе существующего решения,1983500.00,217,742200.00
Разработка веб-приложения (POC),226000.00,25,89600.00
Разработка DevOps-пайплайна (SaaS),332000.00,25,119200.00
Оптимизация платёжного модуля на основе существующего решения,62000.00,6,18200.00
Оптимизация базы данных под ключ,105000.00,8,37300.00
Миграция сети доставки контента (SaaS),815500.00,103,343700.00
Миграция мобильного приложения (SaaS),286000.00,34,125000.00
Миграция сети доставки контента (MVP),215000.00,22,71100.00
Миграция системы аналитики,539000.00,61,210700.00
Разработка системы аналитики с нуля,468500.00,34,210400.00
Тестирование DevOps-пайплайна (POC),235000.00,26,59700.00
Аудит CRM-системы (Enterprise),48500.00,5,19800.00
Внедрение системы мониторинга,548500.00,43,170100.00
Внедрение системы аналитики (POC),1285500.00,120,451300.00
Интеграция базы данных под ключ,229500.00,22,85800.00
Консультация сети доставки контента под ключ,26500.00,3,13000.00
Разработка системы аналитики с нуля,1539000.00,182,587400.00
Разработка CRM-системы (SaaS),160000.00,13,51300.00
Настройка ERP-системы (SaaS),125500.00,15,54400.00
Разработка платёжного модуля на основе существующего решения,1242500.00,149,550800.00
Тестирование системы резервного копирования (Enterprise),354500.00,39,126200.00
Интеграция ERP-системы,587000.00,56,193500.00
Оптимизация системы аналитики (POC),352000.00,45,139900.00
Консультация микросервисной архитектуры (POC),52000.00,5,19900.00
Проектирование API-сервиса (Enterprise),317500.00,40,97600.00
Развёртывание облачной инфраструктуры (Enterprise),406000.00,31,143600.00
Сопровождение мобильного приложения под ключ,134000.00,17,45500.00
Внедрение базы данных под ключ,625500.00,64,295400.00
Разработка мобильного приложения (SaaS),612000.00,77,156900.00
Тестирование ERP-системы под ключ,94000.00,8,33600.00
Внедрение платёжного модуля под ключ,471000.00,53,136600.00
Миграция CRM-системы под ключ,872500.00,110,240000.00
Миграция API-сервиса под ключ,231000.00,22,96100.00
Проектирование системы управления задачами (MVP),259000.00,31,114800.00
Консультация облачной инфраструктуры (POC),8500.00,1,3100.00
Интеграция системы мониторинга с нуля,870500.00,69,409500.00
Аудит системы аналитики,162500.00,21,47300.00
Настройка системы резервного копирования,50500.00,4,14200.00
Внедрение микросервисной архитектуры под ключ,206500.00,23,63300.00
Сопровождение системы аналитики (Enterprise),36000.00,3,18000.00
Настройка CRM-системы (Enterprise),135000.00,15,56300.00
Развёртывание системы управления задачами (Enterprise),200000.00,15,50700.00
Интеграция ERP-системы (Enterprise),313500.00,34,132900.00
Сопровождение ERP-системы на основе существующего решения,39000.00,4,13900.00
Внедрение микросервисной архитектуры (POC),768000.00,54,214300.00
Внедрение веб-приложения на основе существующего решения,399500.00,31,188200.00
Консультация API-сервиса с нуля,67000.00,7,21100.00
Разработка системы резервного копирования (Enterprise),333000.00,37,85700.00
Интеграция мобильного приложения (POC),1046500.00,81,292600.00
Консультация чат-бота (SaaS),37500.00,3,10900.00
Сопровождение чат-бота,63500.00,7,16000.00
Консультация платёжного модуля (Enterprise),41500.00,3,15800.00
Оптимизация панели администратора (POC),56500.00,6,25500.00
Сопровождение облачной инфраструктуры на основе существующего решения,27000.00,3,6800.00
Настройка панели администратора с нуля,48500.00,6,18400.00
Аудит ERP-системы (POC),232500.00,18,100900.00
Тестирование платёжного модуля на основе существующего решения,30000.00,3,10500.00
Внедрение нагрузочного тестирования на основе существующего решения,886000.00,80,346700.00
Проектирование базы данных (Enterprise),657000.00,66,256100.00
Внедрение системы мониторинга с нуля,1474500.00,158,638600.00
Внедрение системы управления задачами (Enterprise),651000.00,57,181300.00
Тестирование системы мониторинга (MVP),134500.00,14,42500.00
Аудит системы резервного копирования (Enterprise),216000.00,27,60700.00
Интеграция CRM-системы (MVP),409500.00,41,156600.00
Разработка панели администратора на основе существующего решения,1041500.00,129,392400.00
Разработка нагрузочного тестирования на основе существующего решения,1121500.00,96,470300.00
Миграция чат-бота,274000.00,21,122200.00
Разработка системы резервного копирования,133000.00,10,65400.00
Проектирование ERP-системы,182000.00,15,73200.00
Консультация DevOps-пайплайна с нуля,53500.00,7,18800.00
Сопровождение CRM-системы (SaaS),141500.00,14,35400.00
Сопровождение корпоративного портала на основе существующего решения,115500.00,13,43600.00
Аудит системы резервного копирования,96000.00,9,46400.00
Развёртывание панели администратора под ключ,539000.00,51,268200.00
Интеграция API-сервиса с нуля,712000.00,61,296300.00
Внедрение сети доставки контента (Enterprise),1201500.00,146,461300.00
Развёртывание облачной инфраструктуры (Enterprise),320000.00,41,136100.00
Аудит API-сервиса (MVP),59500.00,7,23900.00
Консультация корпоративного портала,50000.00,6,15800.00
Аудит сети доставки контента (MVP),33000.00,3,16100.00
Развёртывание API-сервиса (POC),441000.00,40,116400.00
Проектирование веб-приложения под ключ,174500.00,21,59200.00
Тестирование CRM-системы (MVP),40500.00,3,12300.00
Оптимизация CRM-системы (POC),415500.00,30,140600.00
Аудит корпоративного портала (SaaS),49500.00,4,16000.00
Интеграция системы резервного копирования (SaaS),991500.00,121,384800.00
Миграция DevOps-пайплайна под ключ,582000.00,65,199000.00
Консультация чат-бота с нуля,67500.00,5,21100.00
Развёртывание микросервисной архитектуры с нуля,418500.00,31,127600.00
Тестирование API-сервиса на основе существующего решения,262000.00,24,90900.00
Разработка DevOps-пайплайна (POC),740000.00,54,342600.00
Разработка базы данных (POC),715500.00,88,315600.00
Оптимизация чат-бота с нуля,61500.00,8,15900.00
Оптимизация микросервисной архитектуры на основе существующего решения,150500.00,13,60800.00
Оптимизация API-сервиса (Enterprise),291000.00,34,129100.00
Аудит нагрузочного тестирования под ключ,57500.00,6,15500.00
Тестирование сети доставки контента под ключ,198500.00,22,53900.00
Миграция CRM-системы,546000.00,67,180800.00
Проектирование системы мониторинга на основе существующего решения,394500.00,42,125100.00
Проектирование системы резервного копирования (SaaS),566500.00,73,276500.00
Оптимизация API-сервиса на основе существующего решения,181500.00,18,56900.00
Внедрение системы аналитики (SaaS),241500.00,20,100900.00
Оптимизация DevOps-пайплайна с нуля,336000.00,35,139300.00
Интеграция системы аналитики (Enterprise),263000.00,31,109700.00
Миграция системы мониторинга (POC),336000.00,32,108900.00
Оптимизация чат-бота,253500.00,25,100000.00
Разработка системы управления задачами (MVP),878000.00,78,285400.00
Развёртывание панели администратора (MVP),262000.00,18,106500.00
Сопровождение системы мониторинга под ключ,73000.00,7,32000.00
Интеграция корпоративного портала (Enterprise),1133000.00,120,359900.00
Интеграция API-сервиса (POC),1013500.00,113,479600.00
Оптимизация нагрузочного тестирования,385000.00,47,114400.00
Развёртывание платёжного модуля под ключ,510500.00,47,171400.00
Интеграция нагрузочного тестирования на основе существующего решения,111500.00,14,27900.00
Оптимизация ERP-системы (POC),394500.00,28,195500.00
Развёртывание чат-бота,185000.00,19,86800.00
Внедрение нагрузочного тестирования с нуля,619000.00,73,212400.00
Проектирование корпоративного портала,59000.00,7,21800.00
Интеграция веб-приложения с нуля,808000.00,101,386700.00
Разработка облачной инфраструктуры на основе существующего решения,699500.00,76,175200.00
Развёртывание DevOps-пайплайна под ключ,443500.00,54,202200.00
Развёртывание системы управления задачами (MVP),579000.00,72,237000.00
Разработка DevOps-пайплайна (Enterprise),825500.00,96,364300.00
Миграция панели администратора (Enterprise),403500.00,39,156900.00
Интеграция чат-бота,253000.00,21,77600.00
Настройка мобильного приложения (SaaS),115000.00,15,39100.00
Настройка CRM-системы на основе существующего решения,65000.00,5,31000.00
Внедрение системы аутентификации (MVP),1206000.00,148,377500.00
Проектирование чат-бота (POC),274500.00,24,124700.00
Консультация ERP-системы (SaaS),64500.00,6,23900.00
Развёртывание системы мониторинга,74000.00,7,30900.00
Разработка платёжного модуля (SaaS),978000.00,86,460400.00
Аудит системы резервного копирования,268000.00,21,68000.00
Разработка DevOps-пайплайна (SaaS),1663000.00,203,532500.00
Разработка системы управления задачами (SaaS),1929500.00,165,913700.00
Внедрение базы данных (SaaS),968500.00,89,327600.00
Сопровождение мобильного приложения (MVP),98500.00,11,37500.00
Настройка системы аутентификации (POC),35500.00,4,11100.00
Развёртывание мобильного приложения (SaaS),375500.00,29,116000.00
Внедрение платёжного модуля (MVP),767500.00,86,344000.00
Аудит облачной инфраструктуры (Enterprise),263000.00,23,125900.00
Интеграция нагрузочного тестирования,526500.00,55,232300.00
Миграция корпоративного портала (Enterprise),131500.00,15,64000.00
Аудит нагрузочного тестирования с нуля,213500.00,18,92500.00
Настройка системы мониторинга (POC),187000.00,15,81800.00
Тестирование корпоративного портала на основе существующего решения,133500.00,10,57800.00
Разработка системы резервного копирования (POC),954500.00,71,343500.00
Оптимизация облачной инфраструктуры под ключ,26500.00,2,8900.00
Разработка чат-бота (POC),1457500.00,112,366600.00
Настройка корпоративного портала,103000.00,9,27700.00
Миграция панели администратора под ключ,507000.00,39,172500.00
Разработка CRM-системы на основе существующего решения,1187000.00,102,394800.00
Разработка системы мониторинга с нуля,850000.00,84,254100.00
Разработка системы аналитики на основе существующего решения,812000.00,64,277700.00
Аудит системы аутентификации под ключ,221000.00,25,106500.00
Развёртывание мобильного приложения с нуля,103500.00,8,34600.00
Развёртывание системы мониторинга,210000.00,20,101800.00
Консультация системы аналитики (MVP),73500.00,5,31000.00
Сопровождение системы резервного копирования (POC),98500.00,12,32900.00
Внедрение микросервисной архитектуры с нуля,634500.00,47,299500.00
Аудит системы аналитики (SaaS),105000.00,14,40500.00
Настройка сети доставки контента (POC),123500.00,13,48100.00
Развёртывание микросервисной архитектуры,478500.00,56,128700.00
Тестирование ERP-системы (MVP),208500.00,22,99300.00
Миграция системы аналитики (POC),501500.00,46,239200.00
Развёртывание панели администратора (SaaS),32000.00,3,8900.00
Развёртывание нагрузочного тестирования (SaaS),230500.00,26,96800.00
Настройка веб-приложения (SaaS),26000.00,2,6700.00
Внедрение системы резервного копирования с нуля,1266000.00,137,541800.00
Тестирование веб-приложения с нуля,371500.00,30,101900.00
Интеграция системы аутентификации (POC),214000.00,19,101800.00
Настройка нагрузочного тестирования (POC),62000.00,8,25400.00
Настройка CRM-системы (Enterprise),52000.00,4,20800.00
Тестирование панели администратора на основе существующего решения,112000.00,13,49500.00
Консультация базы данных,54500.00,5,19100.00
Сопровождение системы управления задачами под ключ,50000.00,6,19000.00
Консультация облачной инфраструктуры (POC),36000.00,4,13000.00
Консультация системы управления задачами (SaaS),50000.00,6,22200.00
Тестирование веб-приложения (SaaS),360000.00,28,112600.00
Настройка чат-бота (Enterprise),83000.00,8,23000.00
Проектирование сети доставки контента (Enterprise),480000.00,51,196000.00
Тестирование чат-бота (SaaS),75500.00,9,31400.00
Консультация корпоративного портала (Enterprise),11000.00,1,2800.00
Миграция корпоративного портала с нуля,648000.00,56,275800.00
Разработка CRM-системы (Enterprise),1480500.00,104,687200.00
Тестирование веб-приложения (POC),265500.00,33,96500.00
Оптимизация ERP-системы (Enterprise),419000.00,46,172300.00
Внедрение нагрузочного тестирования (MVP),1226500.00,123,484700.00
Внедрение системы управления задачами с нуля,1010000.00,71,440700.00
Внедрение системы аналитики под ключ,820000.00,65,254800.00
Интеграция DevOps-пайплайна (MVP),832500.00,81,366000.00
Тестирование системы резервного копирования (Enterprise),398000.00,47,133300.00
Внедрение мобильного приложения на основе существующего решения,112500.00,14,53400.00
Оптимизация DevOps-пайплайна на основе существующего решения,428000.00,45,135300.00
Разработка системы резервного копирования с нуля,605000.00,63,187200.00
Интеграция DevOps-пайплайна (POC),1102500.00,88,332900.00
Проектирование DevOps-пайплайна (Enterprise),648000.00,76,194300.00
Тестирование нагрузочного тестирования с нуля,163000.00,13,80200.00
Внедрение CRM-системы (POC),620500.00,52,257600.00
Сопровождение DevOps-пайплайна (MVP),111500.00,10,45900.00
Внедрение системы резервного копирования (POC),282000.00,22,88900.00
Развёртывание ERP-системы (Enterprise),289000.00,36,138700.00
Аудит сети доставки контента (MVP),170000.00,15,60800.00
Сопровождение сети доставки контента,82500.00,10,25300.00
Разработка веб-приложения (MVP),1062000.00,95,422100.00
Внедрение DevOps-пайплайна (SaaS),476000.00,47,211700.00
Настройка API-сервиса (MVP),106000.00,13,29800.00
Тестирование API-сервиса (Enterprise),76500.00,9,22800.00
Оптимизация мобильного приложения (MVP),242000.00,28,118400.00
Интеграция микросервисной архитектуры под ключ,913000.00,94,398000.00
Интеграция корпоративного портала с нуля,929000.00,115,324400.00
Проектирование DevOps-пайплайна на основе существующего решения,649500.00,83,291300.00
Сопровождение мобильного приложения (Enterprise),106000.00,9,26700.00
Настройка системы аутентификации с нуля,170000.00,16,47600.00
Развёртывание ERP-системы (SaaS),558500.00,66,257000.00
Аудит чат-бота (MVP),88500.00,10,38500.00
Интеграция системы аутентификации (SaaS),155500.00,20,73400.00
Аудит CRM-системы с нуля,29500.00,3,11400.00
Аудит микросервисной архитектуры на основе существующего решения,226500.00,18,74400.00
Интеграция базы данных (MVP),981000.00,82,397400.00
Проектирование панели администратора с нуля,75000.00,6,28500.00
Сопровождение микросервисной архитектуры (SaaS),34000.00,4,14800.00
Консультация платёжного модуля (POC),29000.00,2,12800.00
Развёртывание API-сервиса (POC),86000.00,7,22200.00
Аудит системы управления задачами (POC),164500.00,20,68400.00
Аудит API-сервиса с нуля,31500.00,4,11000.00
Внедрение системы управления задачами (MVP),555000.00,66,269300.00
Оптимизация чат-бота (MVP),102500.00,8,46800.00
Интеграция системы аналитики на основе существующего решения,370000.00,43,108200.00
Проектирование DevOps-пайплайна на основе существующего решения,436500.00,47,122000.00
Развёртывание системы управления задачами на основе существующего решения,208500.00,24,79300.00
Сопровождение системы аналитики с нуля,31500.00,4,14600.00
Развёртывание системы резервного копирования (POC),390500.00,44,142800.00
Оптимизация CRM-системы под ключ,359500.00,42,161500.00
Настройка системы управления задачами (Enterprise),61500.00,5,16200.00
Консультация системы управления задачами (SaaS),70500.00,9,27700.00
Миграция микросервисной архитектуры,294000.00,28,116400.00
Сопровождение панели администратора с нуля,75000.00,7,21200.00
Миграция системы аналитики (Enterprise),240500.00,22,96500.00
Проектирование системы мониторинга,128500.00,15,36700.00
Внедрение мобильного приложения с нуля,1077000.00,102,449500.00
Оптимизация нагрузочного тестирования,391500.00,49,191000.00
Интеграция сети доставки контента под ключ,1190500.00,148,303100.00
Настройка API-сервиса (POC),30000.00,3,10100.00
Настройка веб-приложения,179000.00,20,59000.00
Развёртывание платёжного модуля под ключ,310000.00,27,131500.00
Интеграция чат-бота на основе существующего решения,378500.00,47,128600.00
Интеграция микросервисной архитектуры на основе существующего решения,380500.00,30,152300.00
Развёртывание ERP-системы под ключ,437000.00,40,183200.00
Миграция системы мониторинга (Enterprise),739500.00,63,305300.00
Проектирование системы управления задачами (Enterprise),662500.00,71,317300.00
Консультация CRM-системы с нуля,76000.00,6,30000.00
Интеграция DevOps-пайплайна с нуля,126000.00,14,40000.00
Тестирование веб-приложения (MVP),338000.00,40,146500.00
Настройка системы аутентификации (SaaS),199000.00,22,73400.00
Тестирование системы управления задачами на основе существующего решения,395000.00,36,132100.00
Интеграция облачной инфраструктуры (Enterprise),815000.00,97,304800.00
Сопровождение системы аналитики,26500.00,2,9600.00
Интеграция API-сервиса (MVP),566500.00,68,255100.00
Консультация системы резервного копирования на основе существующего решения,14500.00,1,6500.00
Консультация корпоративного портала под ключ,53000.00,5,22600.00
Тестирование микросервисной архитектуры (Enterprise),336500.00,31,110200.00
Миграция ERP-системы на основе существующего решения,435000.00,46,180600.00
Разработка мобильного приложения на основе существующего решения,1191000.00,130,380800.00
Миграция микросервисной архитектуры с нуля,569000.00,42,150100.00
Интеграция платёжного модуля с нуля,1022000.00,132,301600.00
Настройка сети доставки контента на основе существующего решения,62500.00,8,26100.00
Проектирование сети доставки контента (SaaS),189000.00,16,73400.00
Проектирование системы аутентификации (MVP),599500.00,50,243600.00
Интеграция корпоративного портала (SaaS),656500.00,46,235300.00
Сопровождение микросервисной архитектуры на основе существующего решения,87000.00,11,22900.00
Внедрение облачной инфраструктуры с нуля,1306500.00,148,356800.00
Аудит DevOps-пайплайна (POC),28000.00,3,10000.00
Интеграция ERP-системы (POC),588000.00,76,235600.00
Сопровождение микросервисной архитектуры на основе существующего решения,64000.00,7,27400.00
Внедрение системы мониторинга,1073500.00,88,433200.00
Аудит чат-бота на основе существующего решения,147000.00,19,53200.00
Разработка платёжного модуля с нуля,1605000.00,154,766400.00
Интеграция чат-бота (MVP),1074500.00,136,348900.00
Проектирование платёжного модуля под ключ,706500.00,63,346500.00
Внедрение микросервисной архитектуры (POC),871000.00,96,379800.00
Интеграция платёжного модуля (SaaS),1074500.00,106,359200.00
Аудит системы резервного копирования,135000.00,16,42300.00
Тестирование системы аналитики (MVP),63000.00,7,22900.00
Интеграция облачной инфраструктуры (Enterprise),584500.00,74,227000.00
Оптимизация платёжного модуля под ключ,401500.00,50,188100.00
Внедрение базы данных,1422000.00,177,691800.00
Проектирование облачной инфраструктуры на основе существующего решения,661000.00,61,241100.00
Внедрение мобильного приложения (SaaS),259500.00,24,78000.00
Оптимизация корпоративного портала под ключ,298500.00,22,78100.00
Миграция системы резервного копирования под ключ,322000.00,28,160000.00
Тестирование системы резервного копирования,254500.00,22,68000.00
Интеграция облачной инфраструктуры (POC),1198500.00,102,406600.00
Аудит чат-бота (SaaS),95500.00,9,46400.00
Миграция чат-бота (MVP),41500.00,4,20200.00
Настройка системы резервного копирования (SaaS),125000.00,11,50000.00
Аудит платёжного модуля,295500.00,35,79600.00
Тестирование сети доставки контента на основе существующего решения,174500.00,15,61400.00
Проектирование нагрузочного тестирования с нуля,749500.00,57,359200.00
Развёртывание веб-приложения (MVP),254500.00,30,113300.00
Аудит базы данных (Enterprise),228000.00,20,89900.00
Аудит панели администратора (SaaS),104500.00,9,50900.00
Оптимизация ERP-системы под ключ,216500.00,22,64100.00
Настройка микросервисной архитектуры под ключ,96500.00,10,29400.00
Тестирование системы управления задачами с нуля,337000.00,28,141400.00
Сопровождение платёжного модуля под ключ,16500.00,1,4800.00
Оптимизация системы мониторинга под ключ,361500.00,34,101600.00
Консультация базы данных (SaaS),72500.00,8,21100.00
Консультация нагрузочного тестирования (Enterprise),43000.00,3,20600.00
Интеграция чат-бота на основе существующего решения,246500.00,24,96600.00
Настройка ERP-системы,127500.00,14,54500.00
Интеграция системы аутентификации,371000.00,40,121200.00
Миграция системы мониторинга,141500.00,17,37300.00
Настройка чат-бота (MVP),37000.00,3,11600.00
Миграция CRM-системы,650000.00,61,209300.00
Тестирование системы мониторинга,366500.00,47,105700.00
Тестирование системы аналитики под ключ,165500.00,17,74700.00
Миграция системы мониторинга (SaaS),309000.00,39,122900.00
Разработка системы аналитики (SaaS),1588000.00,147,658100.00
Интеграция DevOps-пайплайна с нуля,945500.00,78,385000.00
Настройка чат-бота (SaaS),126000.00,9,62400.00
Сопровождение мобильного приложения,53500.00,7,23400.00
Консультация чат-бота (POC),38000.00,4,15800.00
Оптимизация DevOps-пайплайна (POC),158500.00,20,60000.00
Аудит ERP-системы (POC),59000.00,5,26500.00
Настройка CRM-системы на основе существующего решения,45000.00,3,21400.00
Интеграция мобильного приложения (Enterprise),857000.00,73,244800.00
Интеграция облачной инфраструктуры (POC),1182000.00,118,440000.00
Аудит микросервисной архитектуры на основе существующего решения,245000.00,32,106100.00
Развёртывание системы аналитики,497000.00,53,218000.00
Сопровождение системы резервного копирования (Enterprise),124000.00,10,41200.00
Настройка сети доставки контента на основе существующего решения,19000.00,2,5900.00
Проектирование DevOps-пайплайна (Enterprise),58000.00,7,26000.00
Интеграция CRM-системы (MVP),341500.00,26,168300.00
Проектирование системы резервного копирования (POC),583000.00,74,272900.00
Тестирование корпоративного портала с нуля,231500.00,17,107900.00
Консультация веб-приложения на основе существующего решения,9500.00,1,2800.00
Проектирование микросервисной архитектуры,431000.00,55,112600.00
Настройка API-сервиса (SaaS),182500.00,23,85100.00
Развёртывание микросервисной архитектуры (SaaS),217500.00,19,78200.00
Внедрение корпоративного портала с нуля,1429000.00,163,495200.00
Разработка системы управления задачами (SaaS),361500.00,33,103400.00
Тестирование корпоративного портала на основе существующего решения,151500.00,18,38000.00
Настройка панели администратора (Enterprise),176000.00,15,68400.00
Консультация веб-приложения (POC),20500.00,1,8200.00
Сопровождение корпоративного портала (POC),114000.00,12,37300.00
Проектирование базы данных с нуля,92500.00,7,26300.00
Миграция облачной инфраструктуры,488500.00,36,210700.00
Проектирование веб-приложения,575000.00,65,168600.00
Развёртывание системы резервного копирования с нуля,397500.00,49,125300.00
Консультация микросервисной архитектуры (Enterprise),53000.00,5,17900.00
Проектирование базы данных (Enterprise),637500.00,73,292900.00
Аудит платёжного модуля под ключ,108500.00,9,43900.00
Настройка системы управления задачами (Enterprise),120500.00,10,36400.00
Интеграция DevOps-пайплайна (Enterprise),422500.00,39,157900.00
Внедрение платёжного модуля с нуля,284500.00,35,132100.00
Внедрение ERP-системы,629500.00,79,195700.00
Аудит API-сервиса на основе существующего решения,295000.00,32,83000.00
Консультация корпоративного портала с нуля,42500.00,3,18000.00
Развёртывание API-сервиса на основе существующего решения,135000.00,13,58100.00
Аудит системы аналитики (POC),296500.00,31,99700.00
Тестирование сети доставки контента,143000.00,11,41000.00
Разработка системы управления задачами с нуля,560500.00,49,224400.00
Консультация CRM-системы (Enterprise),41500.00,4,18900.00
Сопровождение веб-приложения (POC),23000.00,3,10600.00
Миграция ERP-системы с нуля,242500.00,28,115000.00
Сопровождение сети доставки контента под ключ,40000.00,4,18900.00
Проектирование сети доставки контента (MVP),397500.00,31,162400.00
Разработка системы аналитики (Enterprise),1222000.00,137,531400.00
Оптимизация панели администратора (SaaS),99500.00,10,27300.00
Консультация сети доставки контента (SaaS),37000.00,3,17900.00
Аудит сети доставки контента с нуля,228500.00,22,64000.00
Настройка CRM-системы (Enterprise),109500.00,14,28800.00
Развёртывание облачной инфраструктуры (Enterprise),231500.00,24,59200.00
Проектирование микросервисной архитектуры (SaaS),562000.00,64,213800.00
Интеграция веб-приложения (Enterprise),928500.00,79,380500.00
Интеграция веб-приложения (SaaS),142000.00,16,36200.00
Сопровождение панели администратора с нуля,95500.00,10,39700.00
Консультация DevOps-пайплайна (SaaS),53500.00,6,25200.00
Разработка системы аутентификации (Enterprise),659500.00,76,216600.00
Миграция веб-приложения под ключ,187500.00,20,48500.00
Проектирование API-сервиса (POC),552000.00,50,193600.00
Внедрение системы аутентификации,808500.00,79,301500.00
Сопровождение веб-приложения (POC),108000.00,13,50200.00
Аудит корпоративного портала на основе существующего решения,254000.00,32,102000.00
Консультация мобильного приложения на основе существующего решения,15500.00,1,6000.00
Проектирование облачной инфраструктуры с нуля,721500.00,65,204500.00
Оптимизация системы мониторинга (POC),264000.00,22,123700.00
Проектирование платёжного модуля (POC),426000.00,48,188400.00
Консультация DevOps-пайплайна (POC),60500.00,5,20500.00
Внедрение DevOps-пайплайна с нуля,442500.00,53,212700.00
Миграция мобильного приложения (POC),873000.00,106,320200.00
Настройка системы аналитики (MVP),44000.00,5,21500.00
Оптимизация корпоративного портала,174000.00,16,62400.00
Проектирование микросервисной архитектуры под ключ,769000.00,90,211300.00
Проектирование мобильного приложения (SaaS),769000.00,86,243700.00
Сопровождение сети доставки контента (Enterprise),59000.00,7,16300.00
Оптимизация платёжного модуля (SaaS),413500.00,30,117300.00
Тестирование чат-бота с нуля,148500.00,16,37400.00
Тестирование API-сервиса под ключ,200500.00,14,77400.00
Оптимизация системы аналитики с нуля,228000.00,21,110000.00
Сопровождение корпоративного портала (SaaS),148500.00,17,46600.00
Консультация мобильного приложения (MVP),62000.00,7,26600.00
Тестирование микросервисной архитектуры (Enterprise),95000.00,9,27200.00
Проектирование нагрузочного тестирования на основе существующего решения,496500.00,61,241800.00
Развёртывание ERP-системы (Enterprise),37000.00,3,17300.00
Оптимизация ERP-системы с нуля,430000.00,51,130300.00
Сопровождение веб-приложения (POC),26000.00,2,9800.00
Развёртывание системы управления задачами под ключ,204500.00,24,94600.00
