name,cost,duration_days,prepayment
Оптимизация панели администратора на основе существующего решения,41500.00,4,13700.00
Оптимизация системы резервного копирования (Enterprise),331000.00,34,89300.00
Проектирование веб-приложения (Enterprise),189000.00,22,66100.00
Внедрение мобильного приложения (MVP),583000.00,59,165300.00
Интеграция системы мониторинга на основе существующего решения,430500.00,54,140700.00
Сопровождение базы данных,24000.00,3,10800.00
Интеграция облачной инфраструктуры (MVP),735000.00,85,184700.00
Настройка веб-приложения под ключ,170500.00,17,62200.00
Настройка системы мониторинга (MVP),176500.00,19,75700.00
Развёртывание API-сервиса (POC),86500.00,7,29300.00
Интеграция панели администратора (MVP),663000.00,62,186600.00
Миграция API-сервиса с нуля,895000.00,100,260800.00
Аудит веб-приложения (MVP),271000.00,29,85500.00
Внедрение системы мониторинга,1438000.00,187,388500.00
Развёртывание платёжного модуля под ключ,330000.00,39,120000.00
Сопровождение API-сервиса на основе существующего решения,69000.00,8,26800.00
Интеграция системы аналитики (Enterprise),1188500.00,124,455900.00
Тестирование микросервисной архитектуры,212500.00,24,59200.00
Проектирование ERP-системы (SaaS),410000.00,36,203800.00
Миграция чат-бота,551500.00,59,172500.00
Настройка API-сервиса (Enterprise),65000.00,7,26300.00
Проектирование панели администратора,58000.00,5,22200.00
Тестирование системы резервного копирования с нуля,217500.00,27,72100.00
Развёртывание мобильного приложения на основе существующего решения,327000.00,26,148600.00
Развёртывание веб-приложения (SaaS),504500.00,58,148300.00
Тестирование корпоративного портала (Enterprise),265000.00,30,130200.00
Консультация DevOps-пайплайна (Enterprise),17000.00,1,4900.00
Тестирование ERP-системы (MVP),222000.00,25,99900.00
Консультация корпоративного портала под ключ,52000.00,6,18800.00
Разработка системы аналитики,949500.00,70,457600.00
Тестирование системы резервного копирования (POC),114000.00,12,43200.00
Тестирование облачной инфраструктуры (SaaS),273000.00,35,125400.00
Тестирование DevOps-пайплайна на основе существующего решения,203500.00,21,60700.00
Внедрение мобильного приложения под ключ,1067000.00,118,436600.00
Оптимизация нагрузочного тестирования,311000.00,34,123000.00
Проектирование системы аналитики (Enterprise),429500.00,48,204300.00
Миграция системы аутентификации под ключ,181500.00,14,66000.00
Аудит системы аутентификации (POC),287000.00,35,103700.00
Миграция мобильного приложения (MVP),57000.00,4,28200.00
Проектирование системы резервного копирования (MVP),701500.00,55,286500.00
Оптимизация веб-приложения (POC),358500.00,46,161200.00
Интеграция мобильного приложения под ключ,97500.00,11,41700.00
Аудит системы аналитики (SaaS),173500.00,13,58700.00
Проектирование нагрузочного тестирования (MVP),164500.00,20,63900.00
Настройка CRM-системы (POC),148000.00,18,49000.00
Тестирование корпоративного портала,362000.00,31,176000.00
Консультация мобильного приложения (Enterprise),58000.00,7,24300.00
Консультация облачной инфраструктуры (SaaS),12500.00,2,4700.00
Миграция CRM-системы (SaaS),756000.00,54,311400.00
Консультация API-сервиса на основе существующего решения,45000.00,5,14600.00
Оптимизация ERP-системы,38000.00,5,15000.00
Тестирование API-сервиса,386500.00,37,119700.00
Настройка ERP-системы (MVP),60500.00,5,17100.00
Проектирование чат-бота с нуля,689000.00,69,199200.00
Разработка нагрузочного тестирования (SaaS),1791500.00,167,643900.00
Разработка системы мониторинга (POC),279000.00,35,99000.00
Внедрение микросервисной архитектуры (SaaS),1224500.00,96,434300.00
Разработка нагрузочного тестирования с нуля,1104000.00,119,423800.00
Развёртывание ERP-системы (SaaS),546500.00,38,220000.00
Миграция нагрузочного тестирования (SaaS),417000.00,48,202700.00
Консультация системы аутентификации,73000.00,9,30700.00
Разработка базы данных,393500.00,47,147700.00
Тестирование системы мониторинга,117500.00,15,53100.00
Разработка корпоративного портала на основе существующего решения,1356000.00,118,603200.00
Тестирование мобильного приложения (MVP),133000.00,16,63300.00
Настройка ERP-системы под ключ,121000.00,13,50100.00
Аудит мобильного приложения (SaaS),33500.00,3,9900.00
Консультация системы резервного копирования (MVP),11500.00,1,4000.00
Внедрение чат-бота на основе существующего решения,849000.00,72,395200.00
Тестирование чат-бота (POC),319500.00,40,152200.00
Настройка чат-бота под ключ,183500.00,19,71000.00
Тестирование панели администратора (POC),139500.00,17,43400.00
Разработка системы управления задачами (Enterprise),372000.00,28,96300.00
Настройка системы управления задачами,54500.00,7,20400.00
Миграция сети доставки контента (POC),395000.00,29,135200.00
Разработка корпоративного портала под ключ,83000.00,11,27500.00
Тестирование мобильного приложения (SaaS),188500.00,14,85500.00
Аудит веб-приложения (MVP),158500.00,14,50800.00
Внедрение микросервисной архитектуры с нуля,1395000.00,134,362700.00
Консультация DevOps-пайплайна на основе существующего решения,72500.00,6,30600.00
Оптимизация ERP-системы под ключ,407000.00,51,155100.00
Развёртывание системы резервного копирования с нуля,273000.00,33,130600.00
Оптимизация системы аутентификации (MVP),119000.00,10,53900.00
Внедрение DevOps-пайплайна,930000.00,84,296000.00
Оптимизация мобильного приложения под ключ,478500.00,42,120400.00
Аудит системы резервного копирования под ключ,252000.00,18,107500.00
Внедрение API-сервиса (Enterprise),882500.00,106,384000.00
Интеграция корпоративного портала на основе существующего решения,431500.00,51,136900.00
Консультация платёжного модуля (Enterprise),42500.00,5,15000.00
Оптимизация облачной инфраструктуры (MVP),67500.00,8,20200.00
Тестирование мобильного приложения (MVP),156500.00,20,49000.00
Консультация CRM-системы на основе существующего решения,8500.00,1,2500.00
Развёртывание базы данных под ключ,493500.00,47,230000.00
Настройка DevOps-пайплайна (SaaS),106500.00,11,41300.00
Настройка CRM-системы,185000.00,16,48600.00
Разработка облачной инфраструктуры (POC),1238000.00,113,500800.00
Разработка нагрузочного тестирования (POC),1762500.00,194,775800.00
Проектирование облачной инфраструктуры (SaaS),240500.00,24,90300.00
Настройка DevOps-пайплайна под ключ,157500.00,15,75900.00
Интеграция системы аутентификации (Enterprise),1088500.00,110,498600.00
Сопровождение панели администратора,43000.00,3,13000.00
Тестирование системы аутентификации с нуля,263500.00,26,128200.00
Оптимизация платёжного модуля (Enterprise),237000.00,27,94700.00
Консультация чат-бота (Enterprise),60500.00,5,25900.00
Настройка мобильного приложения (MVP),172000.00,20,63300.00
Проектирование веб-приложения,746500.00,65,330500.00
Интеграция веб-приложения (SaaS),611000.00,65,283900.00
Внедрение нагрузочного тестирования с нуля,388000.00,48,179100.00
Разработка системы резервного копирования под ключ,1829500.00,142,527800.00
Оптимизация сети доставки контента под ключ,45000.00,4,19600.00
Консультация системы аналитики (SaaS),80000.00,10,36500.00
Интеграция системы резервного копирования (POC),329500.00,23,87300.00
Настройка сети доставки контента (MVP),91000.00,9,43000.00
Настройка мобильного приложения,161000.00,12,56400.00
Тестирование облачной инфраструктуры (Enterprise),183000.00,22,74700.00
Миграция микросервисной архитектуры,299000.00,34,97400.00
Внедрение сети доставки контента (SaaS),1122000.00,87,555600.00
Настройка системы мониторинга на основе существующего решения,59000.00,8,23500.00
Развёртывание CRM-системы (MVP),59000.00,6,21300.00
Внедрение базы данных (POC),492500.00,57,209100.00
Аудит системы аутентификации на основе существующего решения,117500.00,13,45700.00
Проектирование системы управления задачами (MVP),428500.00,44,182100.00
Сопровождение системы аутентификации с нуля,44000.00,4,13000.00
Миграция API-сервиса на основе существующего решения,608000.00,71,195600.00
Миграция мобильного приложения,636000.00,49,306000.00
Аудит DevOps-пайплайна (MVP),222500.00,17,58300.00
Аудит системы аутентификации (SaaS),15000.00,1,7300.00
Внедрение системы аналитики (MVP),747000.00,97,358400.00
Тестирование системы резервного копирования с нуля,88000.00,7,26500.00
Настройка нагрузочного тестирования (SaaS),35500.00,3,15500.00
Аудит DevOps-пайплайна (MVP),209500.00,27,82800.00
Аудит базы данных (MVP),291000.00,32,82400.00
Тестирование системы аутентификации (SaaS),54000.00,4,13500.00
Миграция DevOps-пайплайна (MVP),366500.00,36,120500.00
Миграция системы аутентификации (Enterprise),830500.00,64,348300.00
Аудит базы данных (Enterprise),188000.00,16,60700.00
Сопровождение системы управления задачами на основе существующего решения,133500.00,10,37100.00
Внедрение корпоративного портала (SaaS),822500.00,99,298700.00
Аудит системы аутентификации (MVP),213000.00,24,89100.00
Интеграция платёжного модуля (SaaS),919000.00,97,318200.00
Сопровождение базы данных (SaaS),50500.00,6,16000.00
Настройка веб-приложения (MVP),119500.00,12,46700.00
Консультация системы аналитики на основе существующего решения,20000.00,2,5900.00
Настройка CRM-системы под ключ,63000.00,7,18400.00
Внедрение системы резервного копирования (SaaS),1465500.00,171,627400.00
Проектирование DevOps-пайплайна (Enterprise),464000.00,49,213200.00
Разработка ERP-системы (SaaS),351500.00,32,93600.00
Оптимизация системы аналитики,205500.00,23,74900.00
Проектирование сети доставки контента с нуля,787000.00,90,268500.00
Аудит панели администратора с нуля,110000.00,12,54500.00
Разработка платёжного модуля,478500.00,41,227300.00
Оптимизация веб-приложения с нуля,303500.00,30,141300.00
Настройка нагрузочного тестирования на основе существующего решения,99500.00,8,26900.00
Сопровождение панели администратора под ключ,139500.00,17,53700.00
Миграция системы мониторинга (POC),515000.00,60,215600.00
Внедрение системы мониторинга,1099000.00,86,335000.00
Сопровождение базы данных (Enterprise),92500.00,10,27000.00
Проектирование системы мониторинга на основе существующего решения,392500.00,28,195300.00
Тестирование ERP-системы,223000.00,28,79300.00
Тестирование веб-приложения,311500.00,35,80700.00
Разработка платёжного модуля (POC),110000.00,10,38700.00
Развёртывание мобильного приложения (SaaS),57500.00,7,26500.00
Тестирование ERP-системы (MVP),263000.00,26,104800.00
Интеграция системы аутентификации с нуля,666500.00,73,231000.00
Проектирование веб-приложения (SaaS),732000.00,58,222600.00
Консультация корпоративного портала (SaaS),18500.00,2,6200.00
Разработка CRM-системы на основе существующего решения,1903000.00,227,610300.00
Настройка системы аутентификации с нуля,35000.00,4,16700.00
Интеграция API-сервиса под ключ,338000.00,30,130700.00
Проектирование веб-приложения под ключ,172500.00,18,45700.00
Развёртывание системы мониторинга (MVP),246500.00,23,87300.00
Проектирование системы мониторинга с нуля,535500.00,48,266500.00
Консультация DevOps-пайплайна,42000.00,5,12500.00
Аудит системы аутентификации под ключ,83000.00,10,28400.00
Тестирование CRM-системы с нуля,251000.00,18,88800.00
Интеграция системы резервного копирования (MVP),625000.00,56,298500.00
Внедрение системы мониторинга,292000.00,35,120200.00
Консультация корпоративного портала (SaaS),26000.00,2,9800.00
Миграция системы управления задачами под ключ,848000.00,83,335100.00
Настройка веб-приложения (POC),73000.00,8,28100.00
Настройка микросервисной архитектуры под ключ,75000.00,10,21600.00
Настройка системы управления задачами с нуля,49000.00,4,14400.00
Сопровождение ERP-системы (SaaS),136500.00,11,49800.00
Развёртывание CRM-системы (MVP),255500.00,29,98500.00
Развёртывание CRM-системы на основе существующего решения,320000.00,31,90800.00
Миграция системы мониторинга,647000.00,46,277500.00
Консультация ERP-системы,67000.00,7,30900.00
Консультация облачной инфраструктуры под ключ,9500.00,1,4400.00
Миграция CRM-системы под ключ,746500.00,82,259700.00
Интеграция системы мониторинга под ключ,846500.00,96,368000.00
Развёртывание системы аутентификации (SaaS),494500.00,53,244500.00
Развёртывание системы аутентификации (MVP),504500.00,39,212900.00
Настройка панели администратора под ключ,47500.00,5,14600.00
Разработка панели администратора (Enterprise),1705000.00,177,677800.00
Миграция системы резервного копирования,269000.00,20,100800.00
Консультация системы аналитики (Enterprise),18500.00,2,8500.00
Интеграция облачной инфраструктуры (MVP),93000.00,10,40800.00
Разработка системы управления задачами (SaaS),1811500.00,175,860000.00
Развёртывание чат-бота под ключ,390500.00,42,170100.00
Оптимизация панели администратора (POC),396500.00,47,187400.00
Разработка системы управления задачами (POC),1750000.00,173,860700.00
Разработка нагрузочного тестирования,1720500.00,152,623700.00
Проектирование чат-бота (SaaS),754500.00,97,309000.00
Консультация API-сервиса (MVP),19000.00,2,7500.00
Внедрение чат-бота (SaaS),1016000.00,127,344000.00
Настройка облачной инфраструктуры (Enterprise),123500.00,9,36300.00
Миграция системы аутентификации (POC),572500.00,68,266700.00
Развёртывание ERP-системы (POC),246000.00,26,64400.00
Оптимизация системы аналитики (MVP),162500.00,16,72000.00
Миграция веб-приложения (POC),505500.00,57,237400.00
Развёртывание ERP-системы под ключ,355500.00,32,117700.00
Консультация API-сервиса (SaaS),18500.00,1,9000.00
Тестирование корпоративного портала (SaaS),361000.00,40,167100.00
Разработка системы мониторинга с нуля,1352000.00,129,389700.00
Внедрение системы аутентификации,1028500.00,117,374700.00
Разработка сети доставки контента (SaaS),1672500.00,171,697800.00
Внедрение CRM-системы (POC),529000.00,62,137900.00
Тестирование CRM-системы (Enterprise),111500.00,12,33300.00
Развёртывание панели администратора,410000.00,31,152400.00
Аудит CRM-системы на основе существующего решения,140500.00,12,36800.00
Сопровождение нагрузочного тестирования (Enterprise),109500.00,13,53300.00
Миграция системы аутентификации с нуля,670500.00,60,286200.00
Развёртывание системы резервного копирования,242000.00,29,78200.00
Развёртывание системы управления задачами (SaaS),425000.00,38,114300.00
Разработка CRM-системы (MVP),691500.00,76,344400.00
Оптимизация ERP-системы (MVP),459000.00,33,142600.00
Настройка системы мониторинга (MVP),23000.00,3,8700.00
Оптимизация системы управления задачами (POC),97000.00,7,34600.00
Аудит сети доставки контента (Enterprise),21500.00,2,9700.00
Оптимизация API-сервиса,106000.00,12,36100.00
Проектирование API-сервиса (SaaS),585000.00,54,190800.00
Миграция системы аналитики на основе существующего решения,179000.00,20,67600.00
Интеграция панели администратора,566500.00,50,266800.00
Аудит мобильного приложения (Enterprise),222500.00,23,68900.00
Проектирование панели администратора с нуля,34500.00,3,11200.00
Настройка системы аналитики (SaaS),82000.00,8,26600.00
Интеграция API-сервиса,277500.00,34,123600.00
Развёртывание системы аутентификации (Enterprise),211500.00,23,98300.00
Тестирование API-сервиса на основе существующего решения,341000.00,33,139800.00
Разработка нагрузочного тестирования на основе существующего решения,76500.00,6,36700.00
Настройка нагрузочного тестирования на основе существующего решения,160500.00,15,57100.00
Интеграция системы мониторинга (SaaS),882000.00,113,240200.00
Разработка платёжного модуля (Enterprise),331500.00,37,125000.00
Миграция DevOps-пайплайна (Enterprise),507500.00,56,226800.00
Консультация системы аутентификации на основе существующего решения,64500.00,8,29400.00
Разработка облачной инфраструктуры,133000.00,13,57900.00
Оптимизация сети доставки контента на основе существующего решения,103500.00,10,33800.00
Аудит системы аналитики под ключ,81000.00,9,33700.00
Аудит платёжного модуля (MVP),177500.00,17,68400.00
Аудит чат-бота на основе существующего решения,115000.00,11,37100.00
Тестирование мобильного приложения (Enterprise),396500.00,36,165900.00
Аудит системы резервного копирования (MVP),256500.00,23,90800.00
Консультация нагрузочного тестирования на основе существующего решения,39000.00,5,16700.00
Аудит микросервисной архитектуры на основе существующего решения,211000.00,18,70600.00
Консультация нагрузочного тестирования (POC),52000.00,4,15300.00
Внедрение панели администратора (MVP),609500.00,51,175000.00
Сопровождение нагрузочного тестирования (MVP),133500.00,15,34800.00
Развёртывание веб-приложения (SaaS),414000.00,31,140500.00
Развёртывание корпоративного портала на основе существующего решения,349500.00,37,123200.00
Аудит веб-приложения (SaaS),231500.00,18,107500.00
Интеграция чат-бота под ключ,805000.00,83,268900.00
Интеграция ERP-системы (SaaS),388500.00,29,172200.00
Оптимизация системы аналитики (SaaS),287500.00,34,102500.00
Настройка системы резервного копирования на основе существующего решения,186000.00,24,92300.00
Внедрение мобильного приложения под ключ,303500.00,29,83900.00
Консультация нагрузочного тестирования (MVP),37000.00,3,9800.00
Консультация нагрузочного тестирования под ключ,24000.00,3,11400.00
Консультация CRM-системы под ключ,47500.00,4,17300.00
Проектирование системы мониторинга (POC),249500.00,23,123300.00
Миграция базы данных (Enterprise),431500.00,49,203400.00
Проектирование системы резервного копирования на основе существующего решения,312000.00,28,124800.00
Разработка нагрузочного тестирования под ключ,759500.00,96,322300.00
Внедрение панели администратора с нуля,805500.00,91,296500.00
Интеграция DevOps-пайплайна на основе существующего решения,511000.00,60,253900.00
Аудит мобильного приложения (POC),148000.00,18,53700.00
Интеграция ERP-системы под ключ,296500.00,31,131600.00
Консультация ERP-системы (Enterprise),51500.00,4,22800.00
Миграция платёжного модуля на основе существующего решения,361000.00,37,157800.00
Аудит корпоративного портала под ключ,53000.00,6,24800.00
Аудит API-сервиса (Enterprise),159000.00,12,55100.00
Сопровождение системы аналитики (SaaS),46500.00,5,14200.00
Развёртывание веб-приложения под ключ,490500.00,44,237000.00
Сопровождение DevOps-пайплайна (SaaS),36500.00,3,9200.00
Проектирование микросервисной архитектуры под ключ,208500.00,18,101900.00
Консультация системы аналитики,64500.00,6,32000.00
Развёртывание ERP-системы (MVP),265500.00,21,70100.00
Тестирование мобильного приложения с нуля,292500.00,21,131000.00
Интеграция системы резервного копирования (Enterprise),123500.00,14,33900.00
Интеграция сети доставки контента (SaaS),1030500.00,82,439800.00
Интеграция платёжного модуля,974000.00,86,338600.00
Аудит системы мониторинга под ключ,275000.00,30,98800.00
Развёртывание системы аналитики (Enterprise),132500.00,14,38500.00
Аудит системы аналитики (Enterprise),116500.00,9,51800.00
Оптимизация системы управления задачами (Enterprise),205000.00,21,88200.00
Разработка панели администратора (SaaS),850500.00,83,289200.00
Сопровождение облачной инфраструктуры на основе существующего решения,96000.00,9,36700.00
Консультация системы резервного копирования (POC),20500.00,2,8600.00
Аудит DevOps-пайплайна на основе существующего решения,165500.00,16,49500.00
Развёртывание базы данных (MVP),154000.00,14,58300.00
Аудит платёжного модуля с нуля,125000.00,12,41200.00
Оптимизация веб-приложения (Enterprise),206000.00,23,85000.00
Консультация CRM-системы (SaaS),26500.00,2,7800.00
Сопровождение ERP-системы,142500.00,16,59300.00
Разработка веб-приложения с нуля,747500.00,70,325800.00
Аудит платёжного модуля (POC),287000.00,35,82600.00
Сопровождение системы аутентификации (MVP),88500.00,11,35300.00
Интеграция системы управления задачами (MVP),738500.00,61,273000.00
Внедрение мобильного приложения,746500.00,86,322000.00
Сопровождение мобильного приложения,72000.00,5,35200.00
Интеграция CRM-системы (Enterprise),1192000.00,139,360000.00
Развёртывание системы мониторинга (MVP),255000.00,24,70500.00
Настройка ERP-системы с нуля,78000.00,7,38100.00
Настройка системы аутентификации (MVP),135500.00,13,67300.00
Консультация базы данных под ключ,32500.00,3,9300.00
Настройка облачной инфраструктуры (Enterprise),160000.00,18,45900.00
Развёртывание системы аутентификации на основе существующего решения,533500.00,67,140700.00
Развёртывание нагрузочного тестирования с нуля,161000.00,14,60800.00
Тестирование системы мониторинга,221000.00,19,71000.00
Консультация чат-бота,28500.00,2,12000.00
Развёртывание корпоративного портала под ключ,193000.00,15,74700.00
Тестирование DevOps-пайплайна (SaaS),176000.00,14,86900.00
Настройка платёжного модуля под ключ,94000.00,8,32200.00
Оптимизация сети доставки контента с нуля,150500.00,13,66200.00
Миграция облачной инфраструктуры на основе существующего решения,400000.00,44,189900.00
Разработка облачной инфраструктуры (Enterprise),1402500.00,181,512300.00
Интеграция веб-приложения на основе существующего решения,540000.00,62,175300.00
Сопровождение API-сервиса (MVP),80500.00,9,26500.00
Миграция API-сервиса на основе существующего решения,485500.00,48,145400.00
Проектирование сети доставки контента (Enterprise),86000.00,8,37200.00
Аудит сети доставки контента (MVP),189500.00,15,64600.00
Тестирование платёжного модуля (SaaS),107500.00,11,35600.00
Настройка корпоративного портала,172000.00,16,63800.00
Миграция чат-бота (MVP),765500.00,71,229000.00
Развёртывание чат-бота (MVP),302000.00,30,136300.00
Оптимизация мобильного приложения на основе существующего решения,57000.00,4,26300.00
Миграция системы аутентификации (SaaS),784500.00,80,318200.00
Внедрение панели администратора с нуля,1226000.00,98,423600.00
Миграция чат-бота,678500.00,76,202400.00
Консультация веб-приложения,68000.00,8,18800.00
Аудит облачной инфраструктуры (Enterprise),154000.00,13,46600.00
Развёртывание микросервисной архитектуры под ключ,445000.00,47,166600.00
Оптимизация панели администратора под ключ,355500.00,27,145000.00
Миграция веб-приложения,633500.00,81,182800.00
Развёртывание ERP-системы на основе существующего решения,245000.00,26,81700.00
Аудит API-сервиса (MVP),135500.00,16,34200.00
Миграция ERP-системы с нуля,233500.00,28,83300.00
Интеграция базы данных (SaaS),579000.00,44,280000.00
Интеграция мобильного приложения (MVP),268000.00,25,69800.00
Сопровождение панели администратора (POC),107500.00,12,37300.00
Внедрение мобильного приложения на основе существующего решения,842500.00,63,222500.00
Проектирование системы мониторинга на основе существующего решения,597000.00,67,265600.00
Миграция платёжного модуля,57000.00,5,23700.00
Внедрение CRM-системы под ключ,1362500.00,152,588900.00
Проектирование платёжного модуля (SaaS),446500.00,48,206700.00
Внедрение системы аутентификации (MVP),1218500.00,122,540500.00
Внедрение системы аутентификации (POC),1178000.00,109,326500.00
Аудит корпоративного портала под ключ,38500.00,4,18200.00
Развёртывание системы аутентификации (POC),380000.00,36,160300.00
Проектирование мобильного приложения (MVP),767500.00,86,371800.00
Разработка платёжного модуля (SaaS),1024000.00,133,362600.00
Настройка системы мониторинга (POC),196000.00,14,80900.00
Настройка базы данных (Enterprise),59000.00,7,20300.00
Аудит системы управления задачами с нуля,270000.00,20,131600.00
Настройка мобильного приложения (POC),44500.00,4,18700.00
Аудит системы управления задачами (Enterprise),73000.00,9,35500.00
Миграция сети доставки контента на основе существующего решения,787000.00,93,297000.00
Проектирование чат-бота под ключ,46500.00,5,17500.00
Интеграция системы аналитики (MVP),1066500.00,138,441200.00
Сопровождение мобильного приложения,48500.00,4,24200.00
Развёртывание панели администратора (SaaS),35000.00,3,12600.00
Сопровождение платёжного модуля (POC),121000.00,14,49000.00
Аудит ERP-системы,158000.00,12,46300.00
Развёртывание микросервисной архитектуры на основе существующего решения,285000.00,20,99900.00
Тестирование базы данных,334000.00,31,128900.00
Внедрение веб-приложения с нуля,1353500.00,153,403600.00
Миграция корпоративного портала,472000.00,38,187600.00
Интеграция системы мониторинга (Enterprise),347500.00,37,92800.00
Настройка ERP-системы (MVP),182000.00,22,57500.00
Разработка системы аналитики на основе существующего решения,671000.00,62,202500.00
Развёртывание базы данных на основе существующего решения,222500.00,28,88600.00
Тестирование базы данных с нуля,58500.00,5,28500.00
Разработка CRM-системы под ключ,1963000.00,215,699600.00
Аудит DevOps-пайплайна (Enterprise),291500.00,35,92500.00
Миграция CRM-системы с нуля,575500.00,50,213300.00
Оптимизация мобильного приложения под ключ,291500.00,36,98200.00
Миграция веб-приложения (MVP),725000.00,61,307900.00
Разработка чат-бота с нуля,1499500.00,189,399000.00
Интеграция веб-приложения (Enterprise),405000.00,39,171600.00
Разработка микросервисной архитектуры (MVP),153000.00,16,51700.00
Оптимизация CRM-системы (Enterprise),248500.00,24,67600.00
Настройка микросервисной архитектуры (MVP),197500.00,18,53600.00
Тестирование API-сервиса,292500.00,23,100900.00
Развёртывание панели администратора (Enterprise),89000.00,11,41300.00
Настройка ERP-системы под ключ,124500.00,11,51000.00
Сопровождение DevOps-пайплайна (MVP),147000.00,14,38300.00
Разработка системы аналитики (POC),314000.00,32,144300.00
Разработка CRM-системы,1197000.00,129,401800.00
Сопровождение системы аутентификации (SaaS),106000.00,12,34900.00
Миграция системы управления задачами с нуля,180500.00,19,51400.00
Внедрение ERP-системы (Enterprise),1138000.00,111,400200.00
Развёртывание веб-приложения на основе существующего решения,164000.00,15,53200.00
Миграция системы управления задачами с нуля,66500.00,6,21500.00
Сопровождение ERP-системы,57500.00,5,17100.00
Разработка мобильного приложения на основе существующего решения,1587500.00,189,744600.00
Сопровождение системы резервного копирования (POC),80500.00,8,39300.00
Сопровождение мобильного приложения (Enterprise),68000.00,6,22300.00
Внедрение системы аналитики (POC),946500.00,76,470300.00
Разработка микросервисной архитектуры с нуля,1330500.00,134,466100.00
Оптимизация базы данных,408000.00,48,103700.00
Настройка сети доставки контента (SaaS),109000.00,11,48600.00
Аудит системы аутентификации (POC),188500.00,21,93800.00
Оптимизация API-сервиса (MVP),439500.00,53,151400.00
Консультация системы мониторинга (SaaS),66500.00,6,19300.00
Разработка системы аутентификации (SaaS),1127500.00,85,312900.00
Разработка панели администратора (Enterprise),577500.00,46,240300.00
Сопровождение CRM-системы под ключ,123000.00,13,42200.00
Тестирование системы аутентификации (SaaS),254500.00,30,78600.00
Разработка панели администратора (MVP),1835500.00,146,546700.00
Миграция системы аналитики (MVP),64000.00,7,17700.00
Аудит корпоративного портала (MVP),76500.00,8,27900.00
Тестирование системы мониторинга на основе существующего решения,114000.00,9,31400.00
Настройка платёжного модуля (MVP),185500.00,17,76300.00
Разработка CRM-системы (SaaS),780000.00,63,311600.00
Консультация системы аутентификации (POC),37000.00,3,13600.00
Миграция мобильного приложения (MVP),43500.00,5,17900.00
Внедрение API-сервиса под ключ,297500.00,30,132500.00
Проектирование панели администратора под ключ,663000.00,69,210400.00
Интеграция чат-бота (SaaS),307000.00,38,77800.00
Оптимизация платёжного модуля (Enterprise),206500.00,15,69900.00
Развёртывание системы аутентификации (POC),212500.00,22,59800.00
Оптимизация системы управления задачами на основе существующего решения,99500.00,10,39100.00
Миграция ERP-системы под ключ,628500.00,71,235500.00
Миграция микросервисной архитектуры,337500.00,42,122900.00
Консультация системы аналитики (POC),66500.00,8,23000.00
Развёртывание системы мониторинга с нуля,148000.00,16,54600.00
Настройка мобильного приложения под ключ,58000.00,5,27200.00
Консультация системы резервного копирования (Enterprise),51500.00,5,14200.00
Оптимизация панели администратора с нуля,40500.00,5,13000.00
Проектирование системы резервного копирования на основе существующего решения,399500.00,35,195300.00
Оптимизация панели администратора на основе существующего решения,468500.00,48,206100.00
Аудит системы резервного копирования (MVP),19000.00,2,7900.00
Миграция системы мониторинга (SaaS),409000.00,35,181400.00
Настройка веб-приложения с нуля,109500.00,11,42700.00
Сопровождение панели администратора на основе существующего решения,92500.00,10,26100.00
Интеграция облачной инфраструктуры на основе существующего решения,141500.00,11,65300.00
Консультация платёжного модуля с нуля,62000.00,6,19800.00
Проектирование сети доставки контента (MVP),177000.00,19,81600.00
Внедрение облачной инфраструктуры на основе существующего решения,937500.00,86,446300.00
Миграция чат-бота с нуля,102500.00,9,32000.00
Проектирование чат-бота на основе существующего решения,283000.00,31,133000.00
Консультация ERP-системы (MVP),43000.00,5,14800.00
Тестирование DevOps-пайплайна (MVP),350000.00,27,91100.00
Настройка базы данных на основе существующего решения,59500.00,5,26400.00
Консультация корпоративного портала под ключ,15500.00,1,6100.00
Разработка облачной инфраструктуры на основе существующего решения,1263500.00,118,445400.00
Разработка ERP-системы (Enterprise),470500.00,53,148100.00
Оптимизация панели администратора (POC),211500.00,24,60900.00
Развёртывание API-сервиса под ключ,274000.00,23,84900.00
Консультация панели администратора (POC),60500.00,6,28900.00
Настройка панели администратора,68500.00,6,23200.00
Консультация чат-бота (MVP),18500.00,2,4900.00
Настройка системы мониторинга (Enterprise),96500.00,10,33700.00
Оптимизация API-сервиса (MVP),414000.00,40,188500.00
Миграция системы мониторинга под ключ,500500.00,48,247300.00
Настройка системы резервного копирования,199500.00,25,96100.00
Интеграция мобильного приложения с нуля,656000.00,47,171200.00
Развёртывание платёжного модуля под ключ,445500.00,50,147800.00
Проектирование чат-бота (SaaS),62000.00,5,20000.00
Сопровождение нагрузочного тестирования,39500.00,3,18200.00
Проектирование веб-приложения (MVP),616500.00,44,284800.00
Миграция облачной инфраструктуры (SaaS),572000.00,63,157700.00
Аудит чат-бота под ключ,108000.00,13,47700.00
Консультация ERP-системы (MVP),71000.00,5,25700.00
Проектирование облачной инфраструктуры (SaaS),764000.00,62,362400.00
Консультация системы резервного копирования (POC),18000.00,2,7400.00
Тестирование микросервисной архитектуры (Enterprise),51000.00,4,18800.00
